County,Date,Acres (of whole parcel),Parcel #,Starting Address,HWA,EHS,DBH,Tag #,Lat,Long,Notes
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,No,5,7201,43.04881,-86.2411,"1st tree, 50 ft NE of SE corner of tennis ct."
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,No,5,7202,43.0492,-86.24137,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,12,7203,43.04935,-86.2415,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,10,7204,43.04936,-86.24147,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,13,7205,43.04928,-86.24106,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,8,7206,43.04922,-86.241,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,14,7207,43.04918,-86.24094,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,9,7208,43.04922,-86.24099,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,5,7209,43.04919,-86.24092,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,No,6,7210,43.04899,-86.24095,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,No,11,7211,43.04887,-86.24099,Multistem
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,7,7212,43.0489,-86.24088,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,10,7213,43.04877,-86.24097,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,No,14,7214,43.04871,-86.24078,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,5,7215,43.04872,-86.24074,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,No,10,7216,43.04913,-86.24072,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,8,7217,43.04906,-86.24072,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,7,7218,43.04906,-86.24072,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,12,7219,43.04932,-86.24057,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,8,7220,43.04932,-86.24057,Split at bottom
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,5,7221,43.0493,-86.24054,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,6,7222,43.04926,-86.24054,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,18,7223,43.04925,-86.24052,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,8,7224,43.04919,-86.24049,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,11,7225,43.04922,-86.2405,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,10,7226,43.04927,-86.24071,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,9,7227,43.04948,-86.24088,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,No,10,7228,43.04935,-86.24062,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,12,7229,43.04937,-86.24052,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,17,7230,43.04937,-86.24052,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,7,7231,43.0494,-86.24038,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,7,7232,43.04926,-86.24049,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,11,7233,43.0493,-86.24046,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,6,7234,43.04927,-86.24041,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,6,7235,43.04923,-86.24029,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,7,7236,43.04921,-86.24022,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,21,7237,43.04924,-86.23999,Multistem
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,8,7238,43.04929,-86.23992,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,9,7239,43.04929,-86.23988,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,5,7240,43.04932,-86.23987,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,5,7241,43.04929,-86.23986,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,10,7242,43.04924,-86.23987,Multistem
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,14,7243,43.04919,-86.23977,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,7,7244,43.04936,-86.2398,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,6,7245,43.04933,-86.23977,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,5,7246,43.04932,-86.23975,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,8,7247,43.04933,-86.23975,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,11,7248,43.04937,-86.23981,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,9,7249,43.04939,-86.23978,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,16,7250,43.04936,-86.23988,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,13,7251,43.04945,-86.23985,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,11,7252,43.04945,-86.24004,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,9,7253,43.04937,-86.24011,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,8,7254,43.0494,-86.2402,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,11,7255,43.04934,-86.24034,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,9,7256,43.04943,-86.24032,Multistem
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,8,7257,43.04934,-86.24044,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,18,7258,43.04942,-86.24078,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,6,7259,43.04946,-86.24078,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,7,7260,43.04953,-86.24081,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,8,7261,43.0495,-86.24078,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,12,7262,43.04952,-86.24071,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,11,7263,43.04949,-86.24068,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,9,7264,43.0494,-86.2402,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,5,7265,43.0494,-86.2402,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,20,7266,43.04937,-86.24072,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,13,7267,43.04952,-86.24061,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,10,7268,43.04948,-86.2405,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,8,7269,43.04944,-86.24051,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,17,7270,43.04939,-86.24051,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,5,7271,43.04939,-86.24046,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,5,7272,43.0494,-86.24046,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,16,7273,43.0491,-86.24049,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,8,7274,43.04947,-86.24048,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,8,7275,43.04943,-86.24053,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,6,7276,43.04951,-86.24057,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,10,7277,43.0495,-86.24062,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,11,7278,43.04952,-86.24071,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,12,7279,43.04956,-86.24073,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,22,7280,43.04956,-86.24079,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,5,7281,43.04971,-86.24061,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,20,7282,43.04955,-86.24052,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,19,7283,43.04951,-86.24055,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,6,7284,43.04963,-86.24053,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,13,7285,43.04948,-86.24038,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,13,7286,43.04956,-86.2403,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,5,7287,43.04956,-86.24024,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,12,7288,43.04957,-86.24018,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,8,7289,43.04961,-86.24009,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,13,7290,43.04964,-86.24007,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,8,7291,43.04964,-86.24007,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,9,7292,43.04965,-86.24013,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,6,7293,43.04967,-86.24015,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,5,7294,43.04971,-86.24014,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,6,7295,43.04979,-86.24022,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,5,7296,43.04984,-86.24057,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,11,7297,43.04984,-86.24059,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,13,7298,43.04985,-86.24061,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,12,7299,43.04988,-86.24056,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,13,7300,43.04989,-86.24033,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,12,7301,43.04984,-86.24016,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,7,7302,43.04978,-86.24017,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,5,7303,43.04979,-86.24013,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,7,7304,43.04982,-86.24006,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,8,7305,43.04983,-86.24006,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,7,7306,43.04982,-86.24004,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,6,7307,43.0498,-86.24002,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,5,7308,43.04978,-86.24001,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,6,7309,43.04976,-86.24005,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,13,7310,43.04959,-86.23988,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,22,7311,43.04946,-86.23978,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,8,7312,43.0495,-86.23978,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,5,7313,43.04948,-86.24978,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,8,7314,43.04948,-86.24979,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,13,7315,43.04947,-86.24969,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,10,7316,43.04945,-86.23963,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,8,7317,43.04951,-86.23964,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,8,7318,43.04954,-86.23967,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,6,7319,43.04953,-86.23967,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,5,7320,43.04951,-86.23967,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,10,7321,43.04948,-86.23971,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,10,7322,43.04953,-86.23975,In trio w S1016 & S1017
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,12,7323,43.04954,-86.23976,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,8,7324,43.04959,-86.23971,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,8,7325,43.04961,-86.23974,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,6,7326,43.04962,-86.23973,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",Yes,Yes,6,7327,43.04967,-86.23972,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,7,7328,43.04967,-86.23981,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,6,7329,43.04969,-86.23983,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,5,7330,43.04968,-86.23988,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,6,7331,43.04969,-86.23988,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,10,7332,43.04967,-86.23988,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,6,7333,43.04967,-86.23985,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,7,7334,43.04972,-86.23991,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,6,7335,43.04976,-86.2399,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,6,7336,43.04973,-86.23997,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,7,7337,43.04974,-86.23997,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,7,7338,43.04972,-86.23999,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,9,7339,43.04972,-86.23998,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,9,7340,43.04975,-86.24001,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,5,7341,43.04981,-86.24004,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,9,7342,43.04982,-86.24,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,9,7343,43.04984,-86.24001,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,12,7344,43.04985,-86.2401,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,8,7345,43.04993,-86.24009,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,11,7346,43.04998,-86.24007,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,9,7347,43.04998,-86.23006,
Ottawa,11/18/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Proximity Skip,ND - Proximity Skip,8,7348,43.05,-86.24009,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",ND - Out of Reach,ND - Out of Reach,11,7906,43.04981,-86.23948,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,ND - Proximity Skip,6,7907,43.05043,-86.23855,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,7,7908,43.05044,-86.23849,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,14,7909,43.05046,-86.23846,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,ND - Proximity Skip,9,7910,43.05043,-86.2323832,
Ottawa,11/12/2019,69.3071,70-03-29-325-016,"1304 Lake Ave Cemetery, Grand Haven, MI 49417",No,Yes,8,7911,43.05044,-86.23831,
