County,Parcel,Address,HWA,EHS,DBH,Tag,Latitude,Longitude,Notes
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,7,9542,43.052290,-86.2343,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,7,9541,43.052220,-86.2343,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,13,9540,43.052340,-86.2344,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,7,9539,43.052410,-86.23423,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,7,9538,43.052410,-86.23423,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,12,9537,43.052460,-86.23421,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,6,9536,43.052490,-86.23421,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,7,9535,43.052540,-86.23451,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,7,9534,43.052600,-86.23449,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,7,9533,43.052630,-86.23434,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,18,9532,43.052730,-86.23429,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9531,43.052630,-86.23419,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,16,9530,43.052810,-86.23477,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,15,9529,43.052860,-86.23495,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9528,43.052690,-86.23499,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,6,9527,43.052690,-86.23499,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9526,43.052700,-86.23512,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,6,9525,43.052680,-86.23505,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,6,9524,43.052680,-86.23505,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,6,9523,43.052670,-86.23499,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,12,9522,43.052630,-86.23492,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,23,9521,43.052510,-86.23505,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,9,9520,43.052420,-86.23495,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,13,9519,43.052440,-86.23501,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,12,9518,43.052430,-86.23522,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9517,43.052620,-86.23508,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9516,43.052490,-86.23528,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,12,9515,43.052420,-86.23519,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,6,9514,43.052430,-86.23519,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,14,9513,43.052400,-86.23516,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9512,43.052390,-86.23516,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,13,9511,43.052410,-86.23507,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9510,43.052440,-86.23505,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,12,9509,43.052420,-86.235,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,11,9508,43.052310,-86.23512,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,6,9507,43.052280,-86.2351,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,20,9506,43.052330,-86.23509,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,18,9505,43.052330,-86.23509,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,15,9504,43.052330,-86.23509,tag found on groung crumbled up
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,11,9503,43.052200,-86.23507,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,16,9502,43.052220,-86.23495,tag partially missing
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,7,9501,43.052250,-86.23499,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,17,9500,43.052260,-86.23493,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,12,9499,43.052180,-86.23487,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,10,9498,43.052190,-86.23475,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,12,9497,43.052190,-86.23475,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,10,9496,43.052190,-86.23475,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,14,9495,43.052160,-86.23474,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,13,9491,43.052080,-86.2347,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,7,9490,43.052130,-86.2347,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,8,9489,43.052020,-86.23477,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,7,9488,43.051990,-86.2348,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,15,9485,43.052200,-86.23481,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,15,9484,43.052140,-86.23482,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,9,9483,43.052080,-86.23483,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,7,9482,43.052020,-86.23477,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,12,9481,43.052010,-86.23476,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,6,9480,43.052080,-86.23476,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,11,9479,43.052080,-86.23476,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,11,9478,43.051950,-86.23483,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,8,9477,43.051950,-86.23489,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,11,9476,43.051950,-86.23489,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,9,9475,43.051950,-86.23489,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,11,9474,43.051960,-86.23489,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,8,9473,43.052000,-86.23489,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,11,9472,43.051970,-86.23499,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,7,9471,43.051960,-86.23505,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,6,9470,43.052020,-86.2351,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,8,9469,43.051990,-86.23514,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,14,9468,43.052060,-86.23518,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,12,9467,43.052060,-86.23508,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,12,9466,43.052020,-86.23521,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,13,9465,43.052020,-86.23521,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,14,9464,43.052010,-86.23524,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,13,9463,43.051980,-86.23527,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,23,9462,43.052110,-86.23511,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,12,9461,43.052230,-86.23521,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,8,9460,43.052140,-86.23521,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,15,9459,43.052140,-86.2352,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,8,9458,43.051990,-86.2346,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,11,9457,43.051930,-86.2345,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9456,43.051930,-86.2345,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,10,9455,43.051970,-86.2345,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,8,9454,43.051970,-86.2345,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,9,9453,43.051970,-86.2345,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,17,9452,43.051870,-86.2344,multi stem
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9451,43.051840,-86.2343,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,25,9450,43.051770,-86.2342,Multi stem
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,13,9449,43.051800,-86.2342,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9448,43.051820,-86.2342,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,21,9447,43.051910,-86.2342,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,7,9446,43.051880,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,28,9445,43.051880,-86.234,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9444,43.051800,-86.2338,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,7,9443,43.051760,-86.2338,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,11,9442,43.051760,-86.2338,triple stem
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,6,9441,43.051750,-86.2339,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9440,43.051750,-86.2339,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,6,9439,43.051740,-86.234,Multi stem
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,8,9438,43.051750,-86.2341,Triple stem
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,16,9437,43.051760,-86.234,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,11,9436,43.051830,-86.2338,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,10,9435,43.051790,-86.2337,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9434,43.051820,-86.2335,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,9,9433,43.052940,-86.2352,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9432,43.052910,-86.2352,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,8,9431,43.052960,-86.2351,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,12,9430,43.052950,-86.235,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,9,9429,43.052930,-86.235,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,7,9428,43.052940,-86.2349,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9427,43.052900,-86.235,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9426,43.052890,-86.2349,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,14,9425,43.052850,-86.2349,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9424,43.052840,-86.235,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,6,9423,43.052840,-86.2349,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,11,9422,43.052830,-86.2349,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9421,43.052830,-86.2349,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,7,9420,43.052830,-86.235,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,6,9419,43.052830,-86.235,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,6,9418,43.052860,-86.2351,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,8,9417,43.052860,-86.2351,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9416,43.052880,-86.2351,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9415,43.052880,-86.2351,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9414,43.052910,-86.2351,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,9,9413,43.052890,-86.2351,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9412,43.052890,-86.2351,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9411,43.052880,-86.2352,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,13,9410,43.052880,-86.2352,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,10,9409,43.052920,-86.2352,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,6,9408,43.052920,-86.2352,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,7,9407,43.052910,-86.2352,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,7,9406,43.052880,-86.2352,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,11,9405,43.052880,-86.2352,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,13,9404,43.052840,-86.2352,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,11,9403,43.053010,-86.2348,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,10,9402,43.052970,-86.2346,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,10,9401,43.052950,-86.2346,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9400,43.052940,-86.2347,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9399,43.052940,-86.2347,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,6,9398,43.052940,-86.2347,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,7,9397,43.052930,-86.2347,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9396,43.052930,-86.2347,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,6,9395,43.052930,-86.2347,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,11,9394,43.052970,-86.2347,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9393,43.052900,-86.2346,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9392,43.052900,-86.2346,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,9,9391,43.052970,-86.2345,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,8,9390,43.052970,-86.2345,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,6,9389,43.052970,-86.2345,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,11,9388,43.053020,-86.2345,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,9,9387,43.052980,-86.2344,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9386,43.052960,-86.2345,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9385,43.052960,-86.2345,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,10,9384,43.052950,-86.2344,Multi stem
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,9,9383,43.052930,-86.2344,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,10,9382,43.052930,-86.2344,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,11,9381,43.052980,-86.2344,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,12,9380,43.052960,-86.2344,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,9,9379,43.052880,-86.2342,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,6,9378,43.052880,-86.2342,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,6,9377,43.052880,-86.2342,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,6,9376,43.052880,-86.2342,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,7,9375,43.052840,-86.2342,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9374,43.052820,-86.2342,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,9,9373,43.052820,-86.2342,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,9,9372,43.052860,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",,,7,9371,43.052890,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",,,6,9370,43.052970,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,11,9369,43.052980,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9368,43.053040,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,7,9367,43.053000,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9366,43.053000,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9365,43.052970,-86.234,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,10,9364,43.052980,-86.2339,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9363,43.052980,-86.2339,multi stem
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9362,43.053060,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,9,9361,43.052940,-86.234,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,37,9360,43.053000,-86.2337,hunk of hunk of hunk of tree
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,8,9359,43.053060,-86.2337,Multi stem
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,28,9358,43.053120,-86.2335,multi stem
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,9,9357,43.053120,-86.2335,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,20,9356,43.053050,-86.2335,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,15,9355,43.053210,-86.2333,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,9,9354,43.053210,-86.2333,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,9,9353,43.053150,-86.2332,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,12,9352,43.053260,-86.2332,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,8,9351,43.053370,-86.2335,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,9,9350,43.053370,-86.2335,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,11,9349,43.053310,-86.2336,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,8,9348,43.053310,-86.2336,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,12,9347,43.053310,-86.2336,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,10,9346,43.053350,-86.2336,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,21,9345,43.053370,-86.2336,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,19,9344,43.052340,-86.2336,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,12,9343,43.053230,-86.2337,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,7,9342,43.053250,-86.2337,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,12,9341,43.053250,-86.2337,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,8,9340,43.053250,-86.2337,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,7,9339,43.053240,-86.2337,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,33,9338,43.053190,-86.2337,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,8,9337,43.053260,-86.2338,
,,,,,12,UNTAGGED,43.053220,-86.2335,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Proxy Skip,ND-Proxy Skip,10,9143,43.053410,-86.23339,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,12,9336,43.053220,-86.2339,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,25,9335,43.053280,-86.2339,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,20,9334,43.053240,-86.2339,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,20,9333,43.053220,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,8,9332,43.053150,-86.2339,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,10,9331,43.053240,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,6,9330,43.053100,-86.234,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9329,43.053100,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,5,9328,43.053100,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,6,9327,43.053230,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9326,43.053150,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,9,9325,43.053160,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9324,43.053150,-86.2342,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9323,43.053110,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9322,43.053110,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9321,43.053120,-86.2342,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9320,43.053120,-86.2342,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9319,43.053190,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,5,9318,43.053050,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,7,9317,43.053010,-86.2341,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",No,Yes,6,9316,43.053070,-86.2343,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,13,9315,43.052990,-86.2342,
Ottawa,70-03-29-200-010,"Grand Haven, MI 49417",ND-Out of Reach,ND-Out of Reach,7,9314,43.053000,-86.2343,
